group,variable,value
07-03,2008,47
07-04,2008,52
07-05,2008,83
07-06,2008,105
07-07,2008,84
07-08,2008,59
07-09,2008,38
07-10,2008,97
07-11,2008,93
07-12,2008,76
07-13,2008,38
07-14,2008,41
07-15,2008,87
07-16,2008,126
07-17,2008,97
07-18,2008,126
07-19,2008,94
07-20,2008,63
07-21,2008,44
07-22,2008,44
07-23,2008,34
07-24,2008,36
07-25,2008,90
07-26,2008,65
07-27,2008,72
07-28,2008,119
07-29,2008,176
07-30,2008,55
07-31,2008,45
08-01,2008,84
08-02,2008,36
08-03,2008,40
08-04,2008,102
08-05,2008,87
08-06,2008,40
08-07,2008,36
08-08,2008,31
08-09,2008,36
08-10,2008,29
08-11,2008,30
08-12,2008,54
08-13,2008,59
08-14,2008,35
08-15,2008,33
08-16,2008,67
08-17,2008,49
08-18,2008,46
08-19,2008,35
08-20,2008,44
08-21,2008,100
08-22,2008,101
08-23,2008,143
08-24,2008,44
08-25,2008,36
08-26,2008,38
08-27,2008,61
08-28,2008,68
08-29,2008,68
08-30,2008,67
08-31,2008,74
09-01,2008,63
09-02,2008,119
09-03,2008,147
09-04,2008,58
09-05,2008,70
09-06,2008,36
09-07,2008,46
09-08,2008,41
09-09,2008,26
09-10,2008,31
09-11,2008,46
09-12,2008,81
09-13,2008,29
09-14,2008,36
09-15,2008,23
09-16,2008,29
09-17,2008,66
09-18,2008,43
09-19,2008,111
09-20,2008,77
09-21,2008,63
09-22,2008,33
09-23,2008,43
09-24,2008,109
09-25,2008,94
09-26,2008,56
09-27,2008,51
09-28,2008,53
09-29,2008,51
09-30,2008,32
10-01,2008,13
10-02,2008,14
10-03,2008,26
10-04,2008,24
10-05,2008,58
10-06,2008,28
10-07,2008,36
10-08,2008,39
10-09,2008,37
10-10,2008,62
10-11,2008,45
10-12,2008,62
10-13,2008,64
10-14,2008,30
10-15,2008,58
10-16,2008,21
10-17,2008,44
10-18,2008,41
10-19,2008,67
10-20,2008,43
10-21,2008,21
10-22,2008,43
10-23,2008,21
10-24,2008,46
10-25,2008,34
10-26,2008,23
10-27,2008,20
10-28,2008,19
10-29,2008,29
10-30,2008,102
10-31,2008,62
11-01,2008,40
11-02,2008,49
11-03,2008,88
11-04,2008,78
11-05,2008,87
11-06,2008,77
11-07,2008,69
11-08,2008,37
11-09,2008,20
11-10,2008,31
11-11,2008,62
11-12,2008,64
11-13,2008,54
11-14,2008,71
11-15,2008,14
11-16,2008,19
11-17,2008,23
11-18,2008,34
11-19,2008,70
11-20,2008,23
11-21,2008,25
11-22,2008,49
11-23,2008,81
11-24,2008,68
11-25,2008,26
11-26,2008,33
11-27,2008,67
11-28,2008,21
11-29,2008,65
11-30,2008,54
12-01,2008,66
12-02,2008,62
12-03,2008,69
12-04,2008,19
12-05,2008,56
12-06,2008,53
12-07,2008,29
12-08,2008,56
12-09,2008,81
12-10,2008,30
12-11,2008,60
12-12,2008,38
12-13,2008,67
12-14,2008,86
12-15,2008,72
12-16,2008,38
12-17,2008,62
12-18,2008,33
12-19,2008,51
12-20,2008,41
12-21,2008,48
12-22,2008,46
12-23,2008,60
12-24,2008,25
12-25,2008,69
12-26,2008,84
12-27,2008,28
12-28,2008,26
12-29,2008,45
12-30,2008,37
12-31,2008,30
01-01,2009,46
01-02,2009,43
01-03,2009,46
01-04,2009,56
01-05,2009,33
01-06,2009,52
01-07,2009,62
01-08,2009,58
01-09,2009,71
01-10,2009,66
01-11,2009,58
01-12,2009,76
01-13,2009,51
01-14,2009,48
01-15,2009,55
01-16,2009,125
01-17,2009,71
01-18,2009,66
01-19,2009,75
01-20,2009,57
01-21,2009,76
01-22,2009,102
01-23,2009,98
01-24,2009,38
01-25,2009,71
01-26,2009,76
01-27,2009,70
01-28,2009,72
01-29,2009,73
01-30,2009,55
01-31,2009,68
02-01,2009,51
02-02,2009,68
02-03,2009,58
02-04,2009,39
02-05,2009,64
02-06,2009,94
02-07,2009,86
02-08,2009,60
02-09,2009,101
02-10,2009,63
02-11,2009,47
02-12,2009,40
02-13,2009,20
02-14,2009,44
02-15,2009,38
02-16,2009,40
02-17,2009,54
02-18,2009,58
02-19,2009,18
02-20,2009,33
02-21,2009,64
02-22,2009,25
02-23,2009,43
02-24,2009,69
02-25,2009,80
02-26,2009,38
02-27,2009,48
02-28,2009,27
03-01,2009,25
03-02,2009,18
03-03,2009,54
03-04,2009,70
03-05,2009,101
03-06,2009,45
03-07,2009,74
03-08,2009,66
03-09,2009,36
03-10,2009,52
03-11,2009,25
03-12,2009,31
03-13,2009,87
03-14,2009,114
03-15,2009,62
03-16,2009,66
03-17,2009,102
03-18,2009,69
03-19,2009,20
03-20,2009,54
03-21,2009,90
03-22,2009,59
03-23,2009,28
03-24,2009,19
03-25,2009,47
03-26,2009,95
03-27,2009,87
03-28,2009,62
03-29,2009,34
03-30,2009,20
03-31,2009,33
04-01,2009,47
04-02,2009,69
04-03,2009,43
04-04,2009,41
04-05,2009,39
04-06,2009,41
04-07,2009,42
04-08,2009,47
04-09,2009,54
04-10,2009,43
04-11,2009,44
04-12,2009,44
04-13,2009,42
04-14,2009,40
04-15,2009,46
04-16,2009,46
04-17,2009,71
04-18,2009,112
04-19,2009,49
04-20,2009,41
04-21,2009,36
04-22,2009,43
04-23,2009,76
04-24,2009,77
04-25,2009,65
04-26,2009,56
04-27,2009,80
04-28,2009,29
04-29,2009,46
04-30,2009,42
05-01,2009,36
05-02,2009,61
05-03,2009,77
05-04,2009,57
05-05,2009,67
05-06,2009,60
05-07,2009,83
05-08,2009,46
05-09,2009,36
05-10,2009,32
05-11,2009,47
05-12,2009,48
05-13,2009,56
05-14,2009,47
05-15,2009,45
05-16,2009,39
05-17,2009,44
05-18,2009,104
05-19,2009,87
05-20,2009,115
05-21,2009,122
05-22,2009,37
05-23,2009,108
05-24,2009,58
05-25,2009,45
05-26,2009,37
05-27,2009,40
05-28,2009,52
05-29,2009,45
05-30,2009,64
05-31,2009,42
06-01,2009,51
06-02,2009,32
06-03,2009,37
06-04,2009,44
06-05,2009,71
06-06,2009,64
06-07,2009,80
06-08,2009,56
06-09,2009,44
06-10,2009,46
06-11,2009,56
06-12,2009,40
06-13,2009,49
06-14,2009,101
06-15,2009,93
06-16,2009,67
06-17,2009,48
06-18,2009,46
06-19,2009,54
06-20,2009,45
06-21,2009,50
06-22,2009,54
06-23,2009,108
06-24,2009,174
06-25,2009,112
06-26,2009,44
06-27,2009,74
06-28,2009,75
06-29,2009,37
06-30,2009,32
07-01,2009,22
07-02,2009,18
07-03,2009,27
07-04,2009,55
07-05,2009,79
07-06,2009,46
07-07,2009,26
07-08,2009,33
07-09,2009,41
07-10,2009,90
07-11,2009,54
07-12,2009,43
07-13,2009,40
07-14,2009,44
07-15,2009,74
07-16,2009,45
07-17,2009,35
07-18,2009,20
07-19,2009,36
07-20,2009,41
07-21,2009,56
07-22,2009,54
07-23,2009,52
07-24,2009,71
07-25,2009,47
07-26,2009,32
07-27,2009,42
07-28,2009,54
07-29,2009,44
07-30,2009,54
07-31,2009,45
08-01,2009,47
08-02,2009,39
08-03,2009,44
08-04,2009,64
08-05,2009,40
08-06,2009,38
08-07,2009,47
08-08,2009,62
08-09,2009,62
08-10,2009,48
08-11,2009,52
08-12,2009,34
08-13,2009,67
08-14,2009,122
08-15,2009,112
08-16,2009,84
08-17,2009,66
08-18,2009,45
08-19,2009,80
08-20,2009,61
08-21,2009,34
08-22,2009,17
08-23,2009,24
08-24,2009,44
08-25,2009,71
08-26,2009,43
08-27,2009,46
08-28,2009,26
08-29,2009,39
08-30,2009,28
08-31,2009,45
09-01,2009,56
09-02,2009,47
09-03,2009,90
09-04,2009,93
09-05,2009,84
09-06,2009,73
09-07,2009,70
09-08,2009,62
09-09,2009,59
09-10,2009,65
09-11,2009,56
09-12,2009,87
09-13,2009,64
09-14,2009,57
09-15,2009,42
09-16,2009,30
09-17,2009,56
09-18,2009,32
09-19,2009,33
09-20,2009,47
09-21,2009,40
09-22,2009,92
09-23,2009,42
09-24,2009,27
09-25,2009,30
09-26,2009,48
09-27,2009,43
09-28,2009,41
09-29,2009,19
09-30,2009,30
10-01,2009,40
10-02,2009,26
10-03,2009,16
10-04,2009,28
10-05,2009,31
10-06,2009,42
10-07,2009,22
10-08,2009,35
10-09,2009,24
10-10,2009,23
10-11,2009,23
10-12,2009,26
10-13,2009,29
10-14,2009,23
10-15,2009,21
10-16,2009,23
10-17,2009,24
10-18,2009,32
10-19,2009,59
10-20,2009,60
10-21,2009,71
10-22,2009,52
10-23,2009,26
10-24,2009,13
10-25,2009,51
10-26,2009,66
10-27,2009,56
10-28,2009,77
10-29,2009,62
10-30,2009,50
10-31,2009,32
11-01,2009,29
11-02,2009,54
11-03,2009,43
11-04,2009,54
11-05,2009,43
11-06,2009,43
11-07,2009,62
11-08,2009,92
11-09,2009,84
11-10,2009,27
11-11,2009,27
11-12,2009,48
11-13,2009,33
11-14,2009,85
11-15,2009,59
11-16,2009,20
11-17,2009,28
11-18,2009,52
11-19,2009,50
11-20,2009,60
11-21,2009,104
11-22,2009,66
11-23,2009,67
11-24,2009,85
11-25,2009,57
11-26,2009,37
11-27,2009,19
11-28,2009,56
11-29,2009,71
11-30,2009,22
12-01,2009,48
12-02,2009,52
12-03,2009,33
12-04,2009,52
12-05,2009,59
12-06,2009,68
12-07,2009,75
12-08,2009,78
12-09,2009,39
12-10,2009,40
12-11,2009,29
12-12,2009,62
12-13,2009,31
12-14,2009,52
12-15,2009,33
12-16,2009,33
12-17,2009,61
12-18,2009,67
12-19,2009,48
12-20,2009,46
12-21,2009,81
12-22,2009,54
12-23,2009,41
12-24,2009,36
12-25,2009,26
12-26,2009,62
12-27,2009,41
12-28,2009,42
12-29,2009,39
12-30,2009,66
12-31,2009,58
01-01,2010,30
01-02,2010,33
01-03,2010,23
01-04,2010,25
01-05,2010,24
01-06,2010,19
01-07,2010,68
01-08,2010,48
01-09,2010,35
01-10,2010,60
01-11,2010,81
01-12,2010,48
01-13,2010,68
01-14,2010,106
01-15,2010,58
01-16,2010,71
01-17,2010,90
01-18,2010,84
01-19,2010,60
01-20,2010,40
01-21,2010,49
01-22,2010,63
01-23,2010,48
01-24,2010,29
01-25,2010,38
01-26,2010,62
01-27,2010,55
01-28,2010,36
01-29,2010,32
01-30,2010,36
01-31,2010,62
02-01,2010,70
02-02,2010,85
02-03,2010,92
02-04,2010,87
02-05,2010,79
02-06,2010,30
02-07,2010,32
02-08,2010,53
02-09,2010,43
02-10,2010,33
02-11,2010,35
02-12,2010,38
02-13,2010,50
02-14,2010,48
02-15,2010,47
02-16,2010,30
02-17,2010,24
02-18,2010,32
02-19,2010,44
02-20,2010,60
02-21,2010,67
02-22,2010,47
02-23,2010,39
02-24,2010,65
02-25,2010,29
02-26,2010,29
02-27,2010,26
02-28,2010,31
03-01,2010,30
03-02,2010,29
03-03,2010,47
03-04,2010,31
03-05,2010,39
03-06,2010,59
03-07,2010,72
03-08,2010,89
03-09,2010,131
03-10,2010,103
03-11,2010,98
03-12,2010,82
03-13,2010,36
03-14,2010,31
03-15,2010,32
03-16,2010,46
03-17,2010,91
03-18,2010,62
03-19,2010,63
03-20,2010,23
03-21,2010,60
03-22,2010,27
03-23,2010,38
03-24,2010,77
03-25,2010,49
03-26,2010,27
03-27,2010,36
03-28,2010,35
03-29,2010,53
03-30,2010,97
03-31,2010,106
04-01,2010,119
04-02,2010,139
04-03,2010,111
04-04,2010,72
04-05,2010,58
04-06,2010,68
04-07,2010,44
04-08,2010,38
04-09,2010,38
04-10,2010,110
04-11,2010,99
04-12,2010,69
04-13,2010,47
04-14,2010,62
04-15,2010,119
04-16,2010,42
04-17,2010,39
04-18,2010,31
04-19,2010,41
04-20,2010,47
04-21,2010,74
04-22,2010,67
04-23,2010,59
04-24,2010,46
04-25,2010,56
04-26,2010,43
04-27,2010,41
04-28,2010,42
04-29,2010,64
04-30,2010,110
05-01,2010,123
05-02,2010,99
05-03,2010,54
05-04,2010,51
05-05,2010,114
05-06,2010,34
05-07,2010,30
05-08,2010,35
05-09,2010,44
05-10,2010,44
05-11,2010,40
05-12,2010,53
05-13,2010,57
05-14,2010,52
05-15,2010,42
05-16,2010,44
05-17,2010,44
05-18,2010,46
05-19,2010,81
05-20,2010,107
05-21,2010,54
05-22,2010,61
05-23,2010,89
05-24,2010,71
05-25,2010,54
05-26,2010,140
05-27,2010,100
05-28,2010,74
05-29,2010,67
05-30,2010,105
05-31,2010,80
06-01,2010,77
06-02,2010,54
06-03,2010,54
06-04,2010,71
06-05,2010,58
06-06,2010,51
06-07,2010,41
06-08,2010,37
06-09,2010,47
06-10,2010,44
06-11,2010,93
06-12,2010,67
06-13,2010,58
06-14,2010,62
06-15,2010,48
06-16,2010,43
06-17,2010,71
06-18,2010,100
06-19,2010,51
06-20,2010,54
06-21,2010,44
06-22,2010,50
06-23,2010,51
06-24,2010,44
06-25,2010,77
06-26,2010,112
06-27,2010,76
06-28,2010,46
06-29,2010,31
06-30,2010,32
07-01,2010,34
07-02,2010,97
07-03,2010,126
07-04,2010,140
07-05,2010,90
07-06,2010,150
07-07,2010,159
07-08,2010,108
07-09,2010,55
07-10,2010,64
07-11,2010,74
07-12,2010,63
07-13,2010,71
07-14,2010,108
07-15,2010,140
07-16,2010,50
07-17,2010,64
07-18,2010,55
07-19,2010,47
07-20,2010,74
07-21,2010,58
07-22,2010,56
07-23,2010,59
07-24,2010,42
07-25,2010,38
07-26,2010,67
07-27,2010,115
07-28,2010,64
07-29,2010,44
07-30,2010,56
07-31,2010,63
08-01,2010,60
08-02,2010,119
08-03,2010,108
08-04,2010,90
08-05,2010,56
08-06,2010,59
08-07,2010,67
08-08,2010,79
08-09,2010,75
08-10,2010,97
08-11,2010,90
08-12,2010,119
08-13,2010,71
08-14,2010,71
08-15,2010,90
08-16,2010,41
08-17,2010,44
08-18,2010,84
08-19,2010,77
08-20,2010,87
08-21,2010,71
08-22,2010,39
08-23,2010,41
08-24,2010,40
08-25,2010,40
08-26,2010,41
08-27,2010,84
08-28,2010,90
08-29,2010,151
08-30,2010,119
08-31,2010,119
09-01,2010,97
09-02,2010,51
09-03,2010,36
09-04,2010,32
09-05,2010,40
09-06,2010,102
09-07,2010,91
09-08,2010,24
09-09,2010,24
09-10,2010,31
09-11,2010,37
09-12,2010,40
09-13,2010,43
09-14,2010,35
09-15,2010,39
09-16,2010,51
09-17,2010,30
09-18,2010,49
09-19,2010,33
09-20,2010,35
09-21,2010,95
09-22,2010,59
09-23,2010,103
09-24,2010,63
09-25,2010,21
09-26,2010,20
09-27,2010,28
09-28,2010,20
09-29,2010,63
09-30,2010,55
10-01,2010,23
10-02,2010,19
10-03,2010,18
10-04,2010,17
10-05,2010,32
10-06,2010,31
10-07,2010,35
10-08,2010,48
10-09,2010,55
10-10,2010,58
10-11,2010,73
10-12,2010,35
10-13,2010,61
10-14,2010,19
10-15,2010,32
10-16,2010,35
10-17,2010,37
10-18,2010,25
10-19,2010,35
10-20,2010,49
10-21,2010,26
10-22,2010,35
10-23,2010,63
10-24,2010,69
10-25,2010,75
10-26,2010,33
10-27,2010,59
10-28,2010,19
10-29,2010,37
10-30,2010,44
10-31,2010,39
11-01,2010,41
11-02,2010,54
11-03,2010,73
11-04,2010,61
11-05,2010,15
11-06,2010,25
11-07,2010,75
11-08,2010,70
11-09,2010,76
11-10,2010,66
11-11,2010,61
11-12,2010,67
11-13,2010,75
11-14,2010,39
11-15,2010,46
11-16,2010,67
11-17,2010,36
11-18,2010,38
11-19,2010,52
11-20,2010,62
11-21,2010,64
11-22,2010,61
11-23,2010,25
11-24,2010,25
11-25,2010,33
11-26,2010,38
11-27,2010,24
11-28,2010,67
11-29,2010,80
11-30,2010,56
12-01,2010,52
12-02,2010,55
12-03,2010,30
12-04,2010,28
12-05,2010,68
12-06,2010,27
12-07,2010,25
12-08,2010,24
12-09,2010,51
12-10,2010,86
12-11,2010,94
12-12,2010,31
12-13,2010,29
12-14,2010,25
12-15,2010,42
12-16,2010,98
12-17,2010,66
12-18,2010,81
12-19,2010,86
12-20,2010,63
12-21,2010,69
12-22,2010,49
12-23,2010,21
12-24,2010,21
12-25,2010,27
12-26,2010,31
12-27,2010,29
12-28,2010,74
12-29,2010,105
12-30,2010,65
12-31,2010,97
01-01,2011,47
01-02,2011,30
01-03,2011,65
01-04,2011,52
01-05,2011,61
01-06,2011,71
01-07,2011,33
01-08,2011,43
01-09,2011,46
01-10,2011,53
01-11,2011,52
01-12,2011,35
01-13,2011,54
01-14,2011,86
01-15,2011,88
01-16,2011,19
01-17,2011,51
01-18,2011,73
01-19,2011,31
01-20,2011,58
01-21,2011,41
01-22,2011,58
01-23,2011,40
01-24,2011,69
01-25,2011,70
01-26,2011,72
01-27,2011,76
01-28,2011,75
01-29,2011,66
01-30,2011,46
01-31,2011,46
02-01,2011,49
02-02,2011,33
02-03,2011,61
02-04,2011,63
02-05,2011,78
02-06,2011,71
02-07,2011,69
02-08,2011,31
02-09,2011,67
02-10,2011,82
02-11,2011,84
02-12,2011,54
02-13,2011,59
02-14,2011,29
02-15,2011,59
02-16,2011,79
02-17,2011,104
02-18,2011,33
02-19,2011,34
02-20,2011,43
02-21,2011,31
02-22,2011,44
02-23,2011,90
02-24,2011,75
02-25,2011,51
02-26,2011,68
02-27,2011,93
02-28,2011,57
03-01,2011,65
03-02,2011,45
03-03,2011,36
03-04,2011,61
03-05,2011,31
03-06,2011,29
03-07,2011,49
03-08,2011,46
03-09,2011,40
03-10,2011,39
03-11,2011,26
03-12,2011,51
03-13,2011,41
03-14,2011,42
03-15,2011,57
03-16,2011,72
03-17,2011,109
03-18,2011,53
03-19,2011,25
03-20,2011,37
03-21,2011,59
03-22,2011,38
03-23,2011,27
03-24,2011,37
03-25,2011,43
03-26,2011,37
03-27,2011,39
03-28,2011,45
03-29,2011,48
03-30,2011,52
03-31,2011,67
04-01,2011,72
04-02,2011,81
04-03,2011,55
04-04,2011,65
04-05,2011,80
04-06,2011,55
04-07,2011,62
04-08,2011,60
04-09,2011,67
04-10,2011,108
04-11,2011,46
04-12,2011,46
04-13,2011,58
04-14,2011,42
04-15,2011,47
04-16,2011,39
04-17,2011,43
04-18,2011,45
04-19,2011,45
04-20,2011,39
04-21,2011,46
04-22,2011,43
04-23,2011,47
04-24,2011,45
04-25,2011,56
04-26,2011,91
04-27,2011,49
04-28,2011,40
04-29,2011,44
04-30,2011,45
05-01,2011,54
05-02,2011,46
05-03,2011,37
05-04,2011,37
05-05,2011,72
05-06,2011,46
05-07,2011,75
05-08,2011,50
05-09,2011,43
05-10,2011,41
05-11,2011,67
05-12,2011,78
05-13,2011,107
05-14,2011,54
05-15,2011,35
05-16,2011,30
05-17,2011,35
05-18,2011,55
05-19,2011,66
05-20,2011,74
05-21,2011,79
05-22,2011,105
05-23,2011,55
05-24,2011,40
05-25,2011,44
05-26,2011,36
05-27,2011,38
05-28,2011,71
05-29,2011,71
05-30,2011,98
05-31,2011,90
06-01,2011,71
06-02,2011,49
06-03,2011,45
06-04,2011,126
06-05,2011,133
06-06,2011,105
06-07,2011,159
06-08,2011,126
06-09,2011,55
06-10,2011,45
06-11,2011,67
06-12,2011,31
06-13,2011,38
06-14,2011,40
06-15,2011,49
06-16,2011,47
06-17,2011,77
06-18,2011,101
06-19,2011,54
06-20,2011,62
06-21,2011,58
06-22,2011,44
06-23,2011,30
06-24,2011,25
06-25,2011,37
06-26,2011,73
06-27,2011,67
06-28,2011,49
06-29,2011,50
06-30,2011,115
07-01,2011,154
07-02,2011,87
07-03,2011,77
07-04,2011,77
07-05,2011,90
07-06,2011,54
07-07,2011,58
07-08,2011,77
07-09,2011,140
07-10,2011,126
07-11,2011,66
07-12,2011,49
07-13,2011,32
07-14,2011,75
07-15,2011,71
07-16,2011,105
07-17,2011,136
07-18,2011,67
07-19,2011,150
07-20,2011,140
07-21,2011,87
07-22,2011,77
07-23,2011,100
07-24,2011,100
07-25,2011,43
07-26,2011,80
07-27,2011,45
07-28,2011,58
07-29,2011,47
07-30,2011,84
07-31,2011,100
08-01,2011,59
08-02,2011,62
08-03,2011,56
08-04,2011,45
08-05,2011,71
08-06,2011,72
08-07,2011,66
08-08,2011,53
08-09,2011,38
08-10,2011,54
08-11,2011,34
08-12,2011,80
08-13,2011,97
08-14,2011,39
08-15,2011,34
08-16,2011,74
08-17,2011,101
08-18,2011,75
08-19,2011,101
08-20,2011,74
08-21,2011,31
08-22,2011,31
08-23,2011,46
08-24,2011,71
08-25,2011,27
08-26,2011,59
08-27,2011,57
08-28,2011,24
08-29,2011,36
08-30,2011,49
08-31,2011,73
09-01,2011,159
09-02,2011,119
09-03,2011,140
09-04,2011,42
09-05,2011,22
09-06,2011,28
09-07,2011,23
09-08,2011,30
09-09,2011,48
09-10,2011,51
09-11,2011,44
09-12,2011,60
09-13,2011,66
09-14,2011,53
09-15,2011,23
09-16,2011,26
09-17,2011,31
09-18,2011,37
09-19,2011,42
09-20,2011,43
09-21,2011,59
09-22,2011,51
09-23,2011,27
09-24,2011,49
09-25,2011,50
09-26,2011,31
09-27,2011,54
09-28,2011,32
09-29,2011,40
09-30,2011,26
10-01,2011,27
10-02,2011,23
10-03,2011,24
10-04,2011,49
10-05,2011,64
10-06,2011,77
10-07,2011,87
10-08,2011,85
10-09,2011,87
10-10,2011,70
10-11,2011,59
10-12,2011,57
10-13,2011,60
10-14,2011,30
10-15,2011,27
10-16,2011,31
10-17,2011,31
10-18,2011,53
10-19,2011,37
10-20,2011,21
10-21,2011,26
10-22,2011,49
10-23,2011,71
10-24,2011,42
10-25,2011,45
10-26,2011,40
10-27,2011,30
10-28,2011,54
10-29,2011,53
10-30,2011,71
10-31,2011,82
11-01,2011,90
11-02,2011,103
11-03,2011,44
11-04,2011,32
11-05,2011,43
11-06,2011,85
11-07,2011,56
11-08,2011,95
11-09,2011,91
11-10,2011,29
11-11,2011,38
11-12,2011,70
11-13,2011,82
11-14,2011,41
11-15,2011,55
11-16,2011,32
11-17,2011,37
11-18,2011,97
11-19,2011,54
11-20,2011,35
11-21,2011,31
11-22,2011,42
11-23,2011,37
11-24,2011,65
11-25,2011,41
11-26,2011,117
11-27,2011,82
11-28,2011,24
11-29,2011,19
11-30,2011,36
12-01,2011,58
12-02,2011,45
12-03,2011,72
12-04,2011,85
12-05,2011,24
12-06,2011,25
12-07,2011,30
12-08,2011,65
12-09,2011,53
12-10,2011,43
12-11,2011,65
12-12,2011,70
12-13,2011,91
12-14,2011,82
12-15,2011,27
12-16,2011,24
12-17,2011,28
12-18,2011,61
12-19,2011,48
12-20,2011,38
12-21,2011,53
12-22,2011,45
12-23,2011,33
12-24,2011,47
12-25,2011,35
12-26,2011,41
12-27,2011,40
12-28,2011,32
12-29,2011,59
12-30,2011,53
12-31,2011,36
01-01,2012,34
01-02,2012,18
01-03,2012,28
01-04,2012,57
01-05,2012,66
01-06,2012,46
01-07,2012,33
01-08,2012,31
01-09,2012,53
01-10,2012,69
01-11,2012,66
01-12,2012,47
01-13,2012,33
01-14,2012,37
01-15,2012,51
01-16,2012,64
01-17,2012,27
01-18,2012,24
01-19,2012,81
01-20,2012,71
01-21,2012,48
01-22,2012,101
01-23,2012,200
01-24,2012,59
01-25,2012,60
01-26,2012,66
01-27,2012,36
01-28,2012,52
01-29,2012,26
01-30,2012,48
01-31,2012,63
02-01,2012,45
02-02,2012,48
02-03,2012,72
02-04,2012,40
02-05,2012,61
02-06,2012,54
02-07,2012,40
02-08,2012,32
02-09,2012,139
02-10,2012,60
02-11,2012,32
02-12,2012,32
02-13,2012,40
02-14,2012,64
02-15,2012,70
02-16,2012,69
02-17,2012,53
02-18,2012,79
02-19,2012,26
02-20,2012,44
02-21,2012,56
02-22,2012,34
02-23,2012,51
02-24,2012,62
02-25,2012,32
02-26,2012,70
02-27,2012,80
02-28,2012,50
02-29,2012,52
03-01,2012,55
03-02,2012,51
03-03,2012,31
03-04,2012,59
03-05,2012,45
03-06,2012,81
03-07,2012,101
03-08,2012,56
03-09,2012,29
03-10,2012,59
03-11,2012,60
03-12,2012,53
03-13,2012,68
03-14,2012,94
03-15,2012,80
03-16,2012,69
03-17,2012,72
03-18,2012,53
03-19,2012,72
03-20,2012,57
03-21,2012,63
03-22,2012,78
03-23,2012,63
03-24,2012,66
03-25,2012,76
03-26,2012,32
03-27,2012,54
03-28,2012,131
03-29,2012,31
03-30,2012,72
03-31,2012,53
04-01,2012,66
04-02,2012,42
04-03,2012,69
04-04,2012,44
04-05,2012,41
04-06,2012,44
04-07,2012,79
04-08,2012,67
04-09,2012,61
04-10,2012,34
04-11,2012,33
04-12,2012,52
04-13,2012,79
04-14,2012,95
04-15,2012,105
04-16,2012,103
04-17,2012,40
04-18,2012,72
04-19,2012,50
04-20,2012,86
04-21,2012,44
04-22,2012,42
04-23,2012,87
04-24,2012,85
04-25,2012,74
04-26,2012,42
04-27,2012,49
04-28,2012,44
04-29,2012,50
04-30,2012,96
05-01,2012,55
05-02,2012,56
05-03,2012,69
05-04,2012,39
05-05,2012,50
05-06,2012,115
05-07,2012,48
05-08,2012,61
05-09,2012,42
05-10,2012,52
05-11,2012,60
05-12,2012,57
05-13,2012,52
05-14,2012,84
05-15,2012,112
05-16,2012,53
05-17,2012,55
05-18,2012,80
05-19,2012,140
05-20,2012,126
05-21,2012,93
05-22,2012,47
05-23,2012,80
05-24,2012,105
05-25,2012,100
05-26,2012,70
05-27,2012,71
05-28,2012,133
05-29,2012,52
05-30,2012,43
05-31,2012,31
06-01,2012,29
06-02,2012,54
06-03,2012,58
06-04,2012,31
06-05,2012,37
06-06,2012,45
06-07,2012,58
06-08,2012,87
06-09,2012,133
06-10,2012,159
06-11,2012,63
06-12,2012,51
06-13,2012,47
06-14,2012,58
06-15,2012,122
06-16,2012,100
06-17,2012,69
06-18,2012,86
06-19,2012,108
06-20,2012,112
06-21,2012,77
06-22,2012,48
06-23,2012,89
06-24,2012,87
06-25,2012,52
06-26,2012,68
06-27,2012,108
06-28,2012,208
06-29,2012,80
06-30,2012,108
07-01,2012,87
07-02,2012,143
07-03,2012,81
07-04,2012,84
07-05,2012,121
07-06,2012,136
07-07,2012,80
07-08,2012,32
07-09,2012,55
07-10,2012,48
07-11,2012,58
07-12,2012,80
07-13,2012,106
07-14,2012,72
07-15,2012,90
07-16,2012,150
07-17,2012,88
07-18,2012,62
07-19,2012,57
07-20,2012,41
07-21,2012,90
07-22,2012,105
07-23,2012,136
07-24,2012,48
07-25,2012,76
07-26,2012,54
07-27,2012,56
07-28,2012,32
07-29,2012,51
07-30,2012,152
07-31,2012,71
08-01,2012,58
08-02,2012,133
08-03,2012,129
08-04,2012,64
08-05,2012,43
08-06,2012,49
08-07,2012,143
08-08,2012,49
08-09,2012,40
08-10,2012,49
08-11,2012,23
08-12,2012,29
08-13,2012,56
08-14,2012,58
08-15,2012,77
08-16,2012,65
08-17,2012,30
08-18,2012,48
08-19,2012,62
08-20,2012,41
08-21,2012,57
08-22,2012,93
08-23,2012,126
08-24,2012,150
08-25,2012,119
08-26,2012,97
08-27,2012,62
08-28,2012,50
08-29,2012,60
08-30,2012,87
08-31,2012,126
09-01,2012,94
09-02,2012,94
09-03,2012,80
09-04,2012,71
09-05,2012,64
09-06,2012,80
09-07,2012,56
09-08,2012,31
09-09,2012,31
09-10,2012,44
09-11,2012,74
09-12,2012,90
09-13,2012,71
09-14,2012,35
09-15,2012,40
09-16,2012,75
09-17,2012,105
09-18,2012,36
09-19,2012,52
09-20,2012,66
09-21,2012,59
09-22,2012,28
09-23,2012,26
09-24,2012,64
09-25,2012,75
09-26,2012,67
09-27,2012,36
09-28,2012,49
09-29,2012,55
09-30,2012,44
10-01,2012,49
10-02,2012,39
10-03,2012,51
